Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
57884733,2023 Jun 13 04:47:00 PM,2023 Jun 13 10:25:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10024,,,,,BROADWAY,WEST 87 STREET,INTERSECTION,MANHATTAN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023 Jun 13 10:25:00 PM,07 MANHATTAN,MANHATTAN,"990,912","226,717",Unspecified,MANHATTAN,,,,,,,,40.78895942,-73.97594171,POINT (-73.97594171354 40.788959421118)
57889932,2023 Jun 13 10:53:00 AM,2023 Jun 13 11:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10035,230 EAST  127 STREET,EAST  127 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023 Jun 13 11:45:00 AM,11 MANHATTAN,MANHATTAN,"1,002,502","232,439",Unspecified,MANHATTAN,,,,,,,,40.80464842,-73.93407154,POINT (-73.934071542925 40.804648415388)
57852939,2023 Jun 10 05:35:00 PM,2023 Jun 10 07:45:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10003,235 2 AVENUE,2 AVENUE,E 14 ST,E 15 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023 Jun 10 07:45:00 PM,06 MANHATTAN,MANHATTAN,"988,477","206,196",Unspecified,MANHATTAN,,,,,,,,40.73263605,-73.98474806,POINT (-73.984748060928 40.732636045488)
57815709,2023 Jun 06 09:32:00 AM,2023 Jun 06 11:25:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10036,263 WEST   42 STREET,WEST   42 STREET,7 AVE,8 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023 Jun 06 11:25:00 AM,05 MANHATTAN,MANHATTAN,"987,278","215,050",Unspecified,MANHATTAN,,,,,,,,40.75693855,-73.98907033,POINT (-73.989070328598 40.756938550885)
57780250,2023 Jun 01 04:38:00 PM,2023 Jun 01 07:10:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10003,17 EAST   13 STREET,EAST   13 STREET,5 AVE,UNIVERSITY PL,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023 Jun 01 07:10:00 PM,02 MANHATTAN,MANHATTAN,"986,138","207,031",Unspecified,MANHATTAN,,,,,,,,40.73492872,-73.99318745,POINT (-73.993187449338 40.734928723577)
57731072,2023 May 27 10:56:00 AM,2023 May 27 10:56:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10025,94 WEST   93 STREET,WEST   93 STREET,CENTRAL PARK W,COLUMBUS AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023 May 27 10:56:00 AM,07 MANHATTAN,MANHATTAN,"992,997","227,356",Unspecified,MANHATTAN,,,,,,,,40.79071149,-73.96841138,POINT (-73.968411382225 40.790711486633)
57714802,2023 May 26 05:14:00 PM,2023 May 26 05:14:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10025,70 WEST   93 STREET,WEST   93 STREET,CENTRAL PARK W,COLUMBUS AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023 May 26 05:14:00 PM,07 MANHATTAN,MANHATTAN,"993,133","227,280",Unspecified,MANHATTAN,,,,,,,,40.79050275,-73.96792034,POINT (-73.967920337016 40.790502751434)
57679213,2023 May 22 03:35:00 PM,2023 May 23 01:05:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10011,180 7 AVENUE,7 AVENUE,W 20 ST,W 21 ST,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2023 May 23 01:05:00 PM,04 MANHATTAN,MANHATTAN,"985,153","209,829",Unspecified,MANHATTAN,,,,,,,,40.7426087,-73.99674129,POINT (-73.99674129112 40.742608695215)
57659434,2023 May 20 05:53:00 PM,2023 May 21 10:15:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10029,,,,,2 AVENUE,EAST 112 STREET,INTERSECTION,MANHATTAN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023 May 21 10:15:00 AM,11 MANHATTAN,MANHATTAN,"1,000,966","228,728",Unspecified,MANHATTAN,,,,,,,,40.79446577,-73.939629,POINT (-73.939628999297 40.794465774917)
57662833,2023 May 20 03:23:00 PM,2023 May 20 05:50:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,,,,,11 AVENUE,WEST 49 STREET,INTERSECTION,MANHATTAN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023 May 20 05:50:00 PM,04 MANHATTAN,MANHATTAN,"985,611","218,079",Unspecified,MANHATTAN,,,,,,,,40.76525279,-73.99508681,POINT (-73.995086809874 40.765252791942)
57570093,2023 May 11 02:56:00 PM,2023 May 11 03:10:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10036,719 7 AVENUE,7 AVENUE,W 47 ST,W 48 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023 May 11 03:10:00 PM,05 MANHATTAN,MANHATTAN,"988,618","216,072",Unspecified,MANHATTAN,,,,,,,,40.75974312,-73.98423289,POINT (-73.984232888048 40.759743119135)
57516151,2023 May 05 06:20:00 PM,2023 May 05 08:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10031,,,,,RIVERSIDE DRIVE,WEST 150 STREET,INTERSECTION,MANHATTAN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023 May 05 08:15:00 PM,09 MANHATTAN,MANHATTAN,"998,173","241,761",Unspecified,MANHATTAN,,,,,,,,40.83024257,-73.94968908,POINT (-73.949689077174 40.830242565708)
57514687,2023 May 05 09:53:00 AM,2023 May 05 11:55:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10022,,,,,2 AVENUE,EAST 57 STREET,INTERSECTION,MANHATTAN,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2023 May 05 11:55:00 AM,06 MANHATTAN,MANHATTAN,"993,865","215,915",Unspecified,MANHATTAN,,,,,,,,40.75930805,-73.96529309,POINT (-73.96529308738 40.759308045197)
57508645,2023 May 04 11:56:00 AM,2023 May 04 02:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10014,382 WEST STREET,WEST STREET,MORTON ST,BARROW ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023 May 04 02:00:00 PM,02 MANHATTAN,MANHATTAN,"981,372","205,954",Unspecified,MANHATTAN,,,,,,,,40.73197236,-74.01038435,POINT (-74.010384349027 40.731972356715)
57494196,2023 May 03 03:59:00 PM,2023 May 03 06:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10003,9 EAST    7 STREET,EAST    7 STREET,COOPER SQ,TARAS SHEVCHENKO PL,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023 May 03 06:15:00 PM,03 MANHATTAN,MANHATTAN,"986,962","204,826",Unspecified,MANHATTAN,,,,,,,,40.72887633,-73.99021506,POINT (-73.990215063888 40.728876325292)
57483599,2023 May 02 03:47:00 PM,2023 May 02 07:10:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,39W WEST   56 STREET,WEST   56 STREET,5 AVE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and referred it to another agency or utility for further action.,2023 May 02 07:10:00 PM,05 MANHATTAN,MANHATTAN,"990,950","217,212",Unspecified,MANHATTAN,,,,,,,,40.76287067,-73.97581396,POINT (-73.975813962595 40.762870666584)
57473789,2023 May 01 11:11:00 AM,2023 May 01 02:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10022,1 SUTTON PLACE,SUTTON PLACE,SUTTON PL,DEAD END,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023 May 01 02:00:00 PM,06 MANHATTAN,MANHATTAN,"995,246","215,213",Unspecified,MANHATTAN,,,,,,,,40.75737963,-73.96030929,POINT (-73.960309291163 40.757379625165)
57464708,2023 Apr 30 08:47:00 PM,2023 May 01 02:35:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10026,17 WEST  119 STREET,WEST  119 STREET,5 AVE,LENOX AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023 May 01 02:35:00 AM,10 MANHATTAN,MANHATTAN,"999,192","231,843",Unspecified,MANHATTAN,,,,,,,,40.80301878,-73.94602899,POINT (-73.946028990945 40.80301877712)
57465627,2023 Apr 30 07:23:00 PM,2023 May 01 02:05:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10035,107 EAST  129 STREET,EAST  129 STREET,PARK AVE,LEXINGTON AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023 May 01 02:05:00 AM,11 MANHATTAN,MANHATTAN,"1,001,834","233,410",Unspecified,MANHATTAN,,,,,,,,40.8073149,-73.9364819,POINT (-73.936481896543 40.807314896688)
57465617,2023 Apr 30 06:23:00 PM,2023 Apr 30 06:23:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10013,,,,,MOTT STREET,CANAL STREET,INTERSECTION,MANHATTAN,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023 Apr 30 06:23:00 PM,02 MANHATTAN,MANHATTAN,"984,870","200,431",Unspecified,MANHATTAN,,,,,,,,40.71681351,-73.99776344,POINT (-73.997763435694 40.716813507636)
57462507,2023 Apr 30 06:20:00 PM,2023 Apr 30 08:25:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10013,,,,,MOTT STREET,CANAL STREET,INTERSECTION,MANHATTAN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023 Apr 30 08:25:00 PM,02 MANHATTAN,MANHATTAN,"984,870","200,431",Unspecified,MANHATTAN,,,,,,,,40.71681351,-73.99776344,POINT (-73.997763435694 40.716813507636)
57461105,2023 Apr 30 02:17:00 PM,2023 Apr 30 07:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10027,200 WEST  132 STREET,WEST  132 STREET,7 AVE,8 AVE,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2023 Apr 30 07:00:00 PM,10 MANHATTAN,MANHATTAN,"999,309","235,693",Unspecified,MANHATTAN,,,,,,,,40.81358576,-73.94559775,POINT (-73.945597746575 40.813585761144)
57458244,2023 Apr 29 04:05:00 PM,2023 Apr 30 02:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10023,2 WEST   67 STREET,WEST   67 STREET,CENTRAL PARK W,COLUMBUS AVE,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2023 Apr 30 02:15:00 PM,07 MANHATTAN,MANHATTAN,"990,146","220,977",Unspecified,MANHATTAN,,,,,,,,40.77320519,-73.97871298,POINT (-73.978712984184 40.773205186765)
57453119,2023 Apr 29 03:32:00 PM,2023 Apr 30 12:35:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,453 WEST   54 STREET,WEST   54 STREET,9 AVE,10 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023 Apr 30 12:35:00 AM,04 MANHATTAN,MANHATTAN,"987,408","218,578",Unspecified,MANHATTAN,,,,,,,,40.76662196,-73.98859943,POINT (-73.988599431721 40.766621958558)
57457231,2023 Apr 29 02:29:00 PM,2023 Apr 30 12:40:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,453 WEST   54 STREET,WEST   54 STREET,9 AVE,10 AVE,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2023 Apr 30 12:40:00 PM,04 MANHATTAN,MANHATTAN,"987,408","218,578",Unspecified,MANHATTAN,,,,,,,,40.76662196,-73.98859943,POINT (-73.988599431721 40.766621958558)
57456224,2023 Apr 29 01:14:00 PM,2023 Apr 30 09:20:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10032,443 WEST  162 STREET,WEST  162 STREET,JUMEL TER,AMSTERDAM AVE,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2023 Apr 30 09:20:00 AM,12 MANHATTAN,MANHATTAN,"1,001,186","243,619",Unspecified,MANHATTAN,,,,,,,,40.83533698,-73.93879688,POINT (-73.938796878851 40.83533697611)
57457234,2023 Apr 29 12:35:00 PM,2023 Apr 30 12:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10010,,,,,EAST 20 STREET,PARK AVENUE SOUTH,INTERSECTION,MANHATTAN,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2023 Apr 30 12:00:00 PM,05 MANHATTAN,MANHATTAN,"987,647","208,264",Unspecified,MANHATTAN,,,,,,,,40.73831255,-73.98774184,POINT (-73.987741837948 40.738312552994)
57457219,2023 Apr 29 09:56:00 AM,2023 Apr 30 10:25:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10027,2248 7 AVENUE,7 AVENUE,W 132 ST,W 133 ST,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2023 Apr 30 10:25:00 AM,10 MANHATTAN,MANHATTAN,"999,487","235,702",Unspecified,MANHATTAN,,,,,,,,40.81361016,-73.94495468,POINT (-73.944954682211 40.813610158414)
57425281,2023 Apr 26 04:14:00 PM,2023 Apr 26 07:55:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,301 WEST   53 STREET,WEST   53 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023 Apr 26 07:55:00 PM,04 MANHATTAN,MANHATTAN,"988,362","217,753",Unspecified,MANHATTAN,,,,,,,,40.76435715,-73.98515594,POINT (-73.9851559396 40.764357154606)
57401616,2023 Apr 23 12:38:00 PM,2023 Apr 23 01:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10027,303 WEST  120 STREET,WEST  120 STREET,FREDERICK DOUGLASS BLVD,MANHATTAN AVE,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2023 Apr 23 01:15:00 PM,10 MANHATTAN,MANHATTAN,"996,971","233,373",Unspecified,MANHATTAN,,,,,,,,40.80722168,-73.95404842,POINT (-73.954048417383 40.807221682127)
57396883,2023 Apr 23 12:32:00 PM,2023 Apr 23 01:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10037,,,,,WEST 130 STREET,LENOX AVENUE,INTERSECTION,MANHATTAN,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2023 Apr 23 01:00:00 PM,10 MANHATTAN,MANHATTAN,"999,981","234,730",Unspecified,MANHATTAN,,,,,,,,40.81094142,-73.94317233,POINT (-73.943172332053 40.8109414238)
57362183,2023 Apr 19 03:59:00 AM,2023 Apr 19 04:21:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,811 7 AVENUE,7 AVENUE,W 52 ST,W 53 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023 Apr 19 04:21:00 AM,05 MANHATTAN,MANHATTAN,"989,210","217,140",Unspecified,MANHATTAN,,,,,,,,40.76267419,-73.98209517,POINT (-73.982095165528 40.762674192533)
57352511,2023 Apr 18 07:05:00 PM,2023 Apr 18 07:35:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10003,9 EAST    7 STREET,EAST    7 STREET,COOPER SQ,TARAS SHEVCHENKO PL,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023 Apr 18 07:35:00 PM,03 MANHATTAN,MANHATTAN,"986,962","204,826",Unspecified,MANHATTAN,,,,,,,,40.72887633,-73.99021506,POINT (-73.990215063888 40.728876325292)
57337741,2023 Apr 16 10:08:00 AM,2023 Apr 16 12:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10012,666 BROADWAY,BROADWAY,BLEECKER ST,BOND ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023 Apr 16 12:00:00 PM,02 MANHATTAN,MANHATTAN,"985,531","204,166",Unspecified,MANHATTAN,,,,,,,,40.72706511,-73.99537826,POINT (-73.995378258678 40.727065109224)
57320308,2023 Apr 14 05:02:00 PM,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10075,1365 3 AVENUE,3 AVENUE,E 77 ST,E 78 ST,,,ADDRESS,NEW YORK,,,Open,,,,08 MANHATTAN,MANHATTAN,"995,923","221,087",Unspecified,MANHATTAN,,,,,,,,40.77350137,-73.95785542,POINT (-73.957855419283 40.773501366942)
57314953,2023 Apr 14 04:47:00 PM,2023 Apr 14 10:45:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10036,151 WEST   46 STREET,WEST   46 STREET,AVENUE OF THE AMERICAS,7 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023 Apr 14 10:45:00 PM,05 MANHATTAN,MANHATTAN,"988,775","215,436",Unspecified,MANHATTAN,,,,,,,,40.75799738,-73.9836666,POINT (-73.983666595302 40.757997382925)
57267850,2023 Apr 09 10:44:00 AM,2023 Apr 09 01:35:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10036,1552 BROADWAY,BROADWAY,W 46 ST,W 47 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023 Apr 09 01:35:00 PM,05 MANHATTAN,MANHATTAN,"988,412","215,679",Unspecified,MANHATTAN,,,,,,,,40.75866453,-73.98497673,POINT (-73.984976726811 40.758664534124)
57244491,2023 Apr 06 07:50:00 AM,2023 Apr 06 09:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10128,150 EAST   91 STREET,EAST   91 STREET,LEXINGTON AVE,3 AVE,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection has investigated this complaint and has performed repair work.,2023 Apr 06 09:00:00 AM,08 MANHATTAN,MANHATTAN,"997,287","224,378",Unspecified,MANHATTAN,,,,,,,,40.78253239,-73.9529244,POINT (-73.952924404536 40.782532386398)
57234125,2023 Apr 05 03:11:00 PM,2023 Apr 05 03:45:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10027,530 MANHATTAN AVENUE,MANHATTAN AVENUE,W 122 ST,W 123 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023 Apr 05 03:45:00 PM,10 MANHATTAN,MANHATTAN,"997,014","234,031",Unspecified,MANHATTAN,,,,,,,,40.80902765,-73.95389184,POINT (-73.953891839052 40.809027647843)
57220170,2023 Apr 03 11:38:00 PM,2023 Apr 04 06:34:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10014,49 CARMINE STREET,CARMINE STREET,BLEECKER ST,BEDFORD ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023 Apr 04 06:34:00 AM,02 MANHATTAN,MANHATTAN,"983,214","205,211",Unspecified,MANHATTAN,,,,,,,,40.72993341,-74.00373796,POINT (-74.003737962611 40.729933411281)
57210590,2023 Apr 02 12:08:00 PM,2023 Apr 02 02:20:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,790 7 AVENUE,7 AVENUE,W 51 ST,W 52 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023 Apr 02 02:20:00 PM,05 MANHATTAN,MANHATTAN,"989,067","216,896",Unspecified,MANHATTAN,,,,,,,,40.76200455,-73.98261155,POINT (-73.982611548286 40.762004554383)
57209746,2023 Apr 02 09:47:00 AM,2023 Apr 02 11:15:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10007,200 CHAMBERS STREET,CHAMBERS STREET,GREENWICH ST,TRIBECA BRDG,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023 Apr 02 11:15:00 AM,01 MANHATTAN,MANHATTAN,"980,866","200,449",Unspecified,MANHATTAN,,,,,,,,40.71686229,-74.01220732,POINT (-74.012207321251 40.716862287851)
57187091,2023 Mar 30 04:20:00 PM,2023 Mar 30 06:10:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10021,150 EAST   72 STREET,EAST   72 STREET,LEXINGTON AVE,3 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023 Mar 30 06:10:00 PM,08 MANHATTAN,MANHATTAN,"994,817","219,907",Unspecified,MANHATTAN,,,,,,,,40.77026397,-73.96185041,POINT (-73.961850412714 40.770263966721)
57187194,2023 Mar 30 11:26:00 AM,2023 Apr 01 10:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10014,CARMINE STREET,CARMINE STREET,BEDFORD STREET,7 AVENUE SOUTH,,,BLOCKFACE,MANHATTAN,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023 Apr 01 10:00:00 AM,02 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,,,,,,,,,,
57168690,2023 Mar 28 09:29:00 PM,2023 Mar 28 10:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10010,326 3 AVENUE,3 AVENUE,E 24 ST,E 25 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023 Mar 28 10:30:00 PM,06 MANHATTAN,MANHATTAN,"989,091","208,771",Unspecified,MANHATTAN,,,,,,,,40.73970347,-73.98253076,POINT (-73.982530761993 40.739703469695)
57127054,2023 Mar 23 04:50:00 PM,2023 Mar 24 02:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10024,,,,,BROADWAY,WEST 87 STREET,INTERSECTION,MANHATTAN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023 Mar 24 02:00:00 AM,07 MANHATTAN,MANHATTAN,"990,912","226,717",Unspecified,MANHATTAN,,,,,,,,40.78895942,-73.97594171,POINT (-73.97594171354 40.788959421118)
